Transmission category,Transmission name,Transmission description,"Option 1 - e.g. Accept envoy, take this action, do this, etc etc",Option 2 - Take this alternative action,"Option 3 - take this alternative action (option 3 is usually a crazy explosive different action you can take, that is very unexpected)","Option 1 Consequences - e.g. faction relation boost +1 or -1 (never more than this), lose 100 astra/other resources, gain a ship, or a building level, etc etc",Option 2 consequences,Option 3 consequences
연속 사건,연속 사건 기록 014,'연속 사건 기록 014' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",성간 연방 관계 +1; 아우렐라이트 20 획득; 벌크론 140 손실,아스트라 90 획득; 아우렐라이트 120 손실,성간 연방 관계 +1; 아스트라 1060 획득; 아우렐라이트 30 손실
연속 사건,연속 사건 기록 015,'연속 사건 기록 015' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",Extractor +1 level; 아스트라 1600 손실; 아우렐라이트 1240 손실; 아우렐라이트 1060 손실; 중수소 260 손실; 이클립스 도미니언 관계 +1; 아우렐라이트 930 획득,이클립스 도미니언 관계 +1; 아우렐라이트 80 획득; 아스트라 40 획득; 중수소 110 손실,이클립스 도미니언 관계 -1; 중수소 420 획득; 중수소 180 손실
연속 사건,연속 사건 기록 016,'연속 사건 기록 016' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",성간 연방 관계 +1; 벌크론 50 획득; 아우렐라이트 340 손실,성간 연방 관계 -1; 중수소 100 획득; 아스트라 220 획득,성간 연방 관계 -1; 중수소 340 획득; 벌크론 620 손실
연속 사건,연속 사건 기록 017,'연속 사건 기록 017' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",이클립스 도미니언 관계 +1; 벌크론 30 획득; 아우렐라이트 300 손실,벌크론 340 획득; 아우렐라이트 50 손실,이클립스 도미니언 관계 -1; 벌크론 260 획득; 중수소 380 손실
연속 사건,연속 사건 기록 018,'연속 사건 기록 018' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",성간 연방 관계 +1; 벌크론 340 획득; 중수소 560 손실,성간 연방 관계 -1; 아스트라 160 획득; 벌크론 100 획득,성간 연방 관계 -1; 아스트라 1240 획득; 아스트라 340 손실; 아스트라 80 손실
연속 사건,연속 사건 기록 019,'연속 사건 기록 019' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",유목 부족 관계 +1; 중수소 140 획득; 아우렐라이트 120 손실,유목 부족 관계 -1; 중수소 240 획득; 아스트라 160 획득,유목 부족 관계 -1; 아스트라 180 획득; 아스트라 380 손실
연속 사건,연속 사건 기록 020,'연속 사건 기록 020' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",유목 부족 관계 +1; 중수소 560 획득; 벌크론 70 손실,유목 부족 관계 -1; 중수소 50 획득; 벌크론 120 손실,유목 부족 관계 -1; 중수소 220 획득; 벌크론 240 손실; 아스트라 90 손실
연속 사건,연속 사건 기록 021,'연속 사건 기록 021' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",아우렐라이트 30 획득; 아스트라 300 손실,헬리오스 컨소시엄 관계 +1; 중수소 30 손실; 아우렐라이트 40 획득,헬리오스 컨소시엄 관계 +1; 아우렐라이트 980 획득; 아우렐라이트 420 손실
연속 사건,연속 사건 기록 022,'연속 사건 기록 022' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",아우렐라이트 340 획득; 중수소 240 손실,아스트라 220 획득; 벌크론 160 손실,gain 1 ship: Hammer; 아스트라 980 손실; 벌크론 1480 손실; 아우렐라이트 140 손실; 이클립스 도미니언 관계 -1
제국 공지,제국 공지 018,'제국 공지 018' 건이 공식 회선을 통해 도착했습니다. 공지의 형식은 정돈되어 있으나 시기와 표현이 여러 부서의 주의를 끌고 있습니다.,공식 채널로 확인하고 공지를 절차대로 게시한다,문구를 좁게 해석하고 지역 단위로만 대응한다,공개적으로 따르는 척하며 사적으로 핵심을 무력화한다,유목 부족 관계 +1; 아우렐라이트 50 획득; 벌크론 140 손실,중수소 620 손실; 벌크론 70 획득,유목 부족 관계 +1; 아우렐라이트 700 획득; 벌크론 300 손실
입항 호송대,입항 호송대 보고 036,"항만 관제소가 '입항 호송대 보고 036' 건을 접근 목록에 올렸습니다. 승객, 화물, 항로 기록은 아직 정리 중이며 현장 인력은 최종 지시를 기다리고 있습니다.",공식 절차로 받아들이고 항만이 혼란을 흡수하게 한다,검역과 세관 조건을 붙여 제한적으로 처리한다,비공식 조치로 화물과 주도권을 빼앗는다,헬리오스 컨소시엄 관계 +1; 아우렐라이트 90 획득; 아우렐라이트 60 손실,아스트라 260 획득; 중수소 50 손실,헬리오스 컨소시엄 관계 -1; 아우렐라이트 1240 획득; 아우렐라이트 300 손실
구역 사고,구역 사고 보고 036,구역 장부에 '구역 사고 보고 036' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,성간 연방 관계 +1; 아우렐라이트 300 획득; 아우렐라이트 420 손실,성간 연방 관계 +1; 아스트라 80 획득; 아우렐라이트 180 획득; 벌크론 230 손실,성간 연방 관계 -1; 아우렐라이트 140 획득; 벌크론 100 손실; 벌크론 80 손실
입항 호송대,입항 호송대 보고 037,"항만 관제소가 '입항 호송대 보고 037' 건을 접근 목록에 올렸습니다. 승객, 화물, 항로 기록은 아직 정리 중이며 현장 인력은 최종 지시를 기다리고 있습니다.",공식 절차로 받아들이고 항만이 혼란을 흡수하게 한다,검역과 세관 조건을 붙여 제한적으로 처리한다,비공식 조치로 화물과 주도권을 빼앗는다,벌크론 100 획득; 아스트라 70 손실,아스트라 340 획득; 벌크론 80 손실,헬리오스 컨소시엄 관계 -1; 아우렐라이트 1060 획득; 벌크론 560 손실
이상 현상,이상 현상 보고 029,행정 기록에 '이상 현상 보고 029' 건이 이상 현상으로 접수되었습니다. 현장 표식은 유지 중이고 표본과 목격 보고가 같은 파일에 묶여 있습니다.,현장을 봉쇄하고 신중한 조사팀을 들여보낸다,현장을 그대로 두고 추가 판독이 나올 때까지 기다린다,위험을 감수하고 내부를 강제로 열어 증거를 확보한다,유목 부족 관계 +1; 아우렐라이트 50 획득; 아우렐라이트 90 손실,아스트라 420 획득; 아우렐라이트 220 획득; 중수소 270 손실,유목 부족 관계 -1; 아스트라 140 획득; 아우렐라이트 460 손실; 아스트라 70 손실
이상 현상,이상 현상 보고 030,행정 기록에 '이상 현상 보고 030' 건이 이상 현상으로 접수되었습니다. 현장 표식은 유지 중이고 표본과 목격 보고가 같은 파일에 묶여 있습니다.,현장을 봉쇄하고 신중한 조사팀을 들여보낸다,현장을 그대로 두고 추가 판독이 나올 때까지 기다린다,위험을 감수하고 내부를 강제로 열어 증거를 확보한다,성간 연방 관계 +1; 중수소 90 획득; 아우렐라이트 60 손실,성간 연방 관계 +1; 아우렐라이트 80 손실; 중수소 180 손실,성간 연방 관계 -1; 아우렐라이트 120 획득; 아스트라 260 손실
신호,신호 기록 029,"청취실이 '신호 기록 029' 건을 새 신호 파일로 열었습니다. 파형은 일정하지 않지만 반복성이 뚜렷하며, 출처는 아직 확인되지 않았습니다.",공개 기록에 남기고 관측소로 분석을 보낸다,민간 접근을 막고 제한 검토로 돌린다,금지된 해독과 추적 신호로 송신원을 끌어낸다,헬리오스 컨소시엄 관계 +1; 벌크론 500 획득; 벌크론 270 손실,헬리오스 컨소시엄 관계 +1; 벌크론 90 획득; 아스트라 50 획득; 아우렐라이트 130 손실,헬리오스 컨소시엄 관계 -1; 벌크론 220 획득; 벌크론 220 손실
연속 사건,연속 사건 기록 023,'연속 사건 기록 023' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",gain 1 ship: Zenith; 아스트라 1060 손실; 중수소 1750 손실; 아우렐라이트 220 손실; 성간 연방 관계 +1; 중수소 140 획득,아우렐라이트 20 손실; 중수소 100 획득,성간 연방 관계 +1; 중수소 1360 획득; 아스트라 200 손실
신호,신호 기록 030,"청취실이 '신호 기록 030' 건을 새 신호 파일로 열었습니다. 파형은 일정하지 않지만 반복성이 뚜렷하며, 출처는 아직 확인되지 않았습니다.",공개 기록에 남기고 관측소로 분석을 보낸다,민간 접근을 막고 제한 검토로 돌린다,금지된 해독과 추적 신호로 송신원을 끌어낸다,아우렐라이트 100 획득; 아스트라 90 손실,헬리오스 컨소시엄 관계 -1; 아우렐라이트 90 손실; 아우렐라이트 200 손실; 벌크론 220 획득,헬리오스 컨소시엄 관계 -1; 벌크론 1140 획득; 아우렐라이트 140 손실
신호,신호 기록 031,"청취실이 '신호 기록 031' 건을 새 신호 파일로 열었습니다. 파형은 일정하지 않지만 반복성이 뚜렷하며, 출처는 아직 확인되지 않았습니다.",공개 기록에 남기고 관측소로 분석을 보낸다,민간 접근을 막고 제한 검토로 돌린다,금지된 해독과 추적 신호로 송신원을 끌어낸다,벌크론 380 획득; 아우렐라이트 20 손실,테란 연합 관계 -1; 중수소 60 획득,테란 연합 관계 +1; 아우렐라이트 340 획득; 아우렐라이트 500 손실; 아우렐라이트 40 손실
세력 이동,세력 이동 관측 018,"감시 사무소가 '세력 이동 관측 018' 건을 세력 이동으로 기록했습니다. 항로, 편대, 현장 반응은 관측 중이며 추가 지시가 필요합니다.",예의를 갖춰 맞이하고 공개 감시 아래 이동을 허용한다,외곽 항로에 묶어두고 조건을 다시 협상한다,도발적인 시범 조치로 상대의 대형을 흔든다,테란 연합 관계 +1; 아스트라 560 획득; 중수소 320 손실,테란 연합 관계 -1; 아스트라 200 획득,테란 연합 관계 -1; 아우렐라이트 200 획득; 벌크론 40 손실
연속 사건,연속 사건 기록 024,'연속 사건 기록 024' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",테란 연합 관계 +1; 중수소 70 획득; 중수소 100 손실,아우렐라이트 50 획득; 벌크론 140 손실,테란 연합 관계 -1; 아우렐라이트 620 획득; 아우렐라이트 300 손실
신호,신호 기록 032,"청취실이 '신호 기록 032' 건을 새 신호 파일로 열었습니다. 파형은 일정하지 않지만 반복성이 뚜렷하며, 출처는 아직 확인되지 않았습니다.",공개 기록에 남기고 관측소로 분석을 보낸다,민간 접근을 막고 제한 검토로 돌린다,금지된 해독과 추적 신호로 송신원을 끌어낸다,아우렐라이트 100 획득; 아우렐라이트 60 손실,테란 연합 관계 +1; 중수소 30 획득; 아우렐라이트 70 손실,테란 연합 관계 -1; 중수소 240 획득; 아우렐라이트 200 손실
제국 공지,제국 공지 019,'제국 공지 019' 건이 공식 회선을 통해 도착했습니다. 공지의 형식은 정돈되어 있으나 시기와 표현이 여러 부서의 주의를 끌고 있습니다.,공식 채널로 확인하고 공지를 절차대로 게시한다,문구를 좁게 해석하고 지역 단위로만 대응한다,공개적으로 따르는 척하며 사적으로 핵심을 무력화한다,테란 연합 관계 +1; 아우렐라이트 500 획득; 벌크론 300 손실,아스트라 340 획득; 중수소 160 손실,테란 연합 관계 +1; 벌크론 500 획득; 중수소 380 손실; 벌크론 40 획득
입항 호송대,입항 호송대 보고 038,"항만 관제소가 '입항 호송대 보고 038' 건을 접근 목록에 올렸습니다. 승객, 화물, 항로 기록은 아직 정리 중이며 현장 인력은 최종 지시를 기다리고 있습니다.",공식 절차로 받아들이고 항만이 혼란을 흡수하게 한다,검역과 세관 조건을 붙여 제한적으로 처리한다,비공식 조치로 화물과 주도권을 빼앗는다,유목 부족 관계 +1; 벌크론 260 획득; 중수소 120 손실,유목 부족 관계 -1; 아스트라 80 손실; 중수소 50 획득,유목 부족 관계 +1; 벌크론 760 획득; 중수소 120 손실; 중수소 40 손실
신호,신호 기록 033,"청취실이 '신호 기록 033' 건을 새 신호 파일로 열었습니다. 파형은 일정하지 않지만 반복성이 뚜렷하며, 출처는 아직 확인되지 않았습니다.",공개 기록에 남기고 관측소로 분석을 보낸다,민간 접근을 막고 제한 검토로 돌린다,금지된 해독과 추적 신호로 송신원을 끌어낸다,유목 부족 관계 +1; 벌크론 200 획득; 벌크론 120 손실,중수소 120 획득; 벌크론 120 획득; 아우렐라이트 120 손실,유목 부족 관계 -1; 중수소 560 획득; 중수소 240 손실; 아우렐라이트 30 손실
요청,행정 요청 029,'행정 요청 029' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,헬리오스 컨소시엄 관계 +1; 벌크론 380 획득; 아스트라 120 손실,헬리오스 컨소시엄 관계 -1; 중수소 560 획득; 중수소 50 획득,gain 1 ship: Regent Caravel; 아스트라 1060 손실; 중수소 380 손실; 중수소 560 손실; 헬리오스 컨소시엄 관계 -1
이상 현상,이상 현상 보고 031,행정 기록에 '이상 현상 보고 031' 건이 이상 현상으로 접수되었습니다. 현장 표식은 유지 중이고 표본과 목격 보고가 같은 파일에 묶여 있습니다.,현장을 봉쇄하고 신중한 조사팀을 들여보낸다,현장을 그대로 두고 추가 판독이 나올 때까지 기다린다,위험을 감수하고 내부를 강제로 열어 증거를 확보한다,벌크론 380 획득; 중수소 200 손실,벌크론 620 손실; 벌크론 220 획득,테란 연합 관계 -1; 벌크론 200 획득; 아스트라 180 손실; 아스트라 80 획득
요청,행정 요청 030,'행정 요청 030' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,중수소 460 획득; 벌크론 250 손실,아스트라 40 손실; 아우렐라이트 120 획득,헬리오스 컨소시엄 관계 -1; 중수소 1060 획득; 아스트라 420 손실; 아스트라 30 손실
입항 호송대,입항 호송대 보고 039,"항만 관제소가 '입항 호송대 보고 039' 건을 접근 목록에 올렸습니다. 승객, 화물, 항로 기록은 아직 정리 중이며 현장 인력은 최종 지시를 기다리고 있습니다.",공식 절차로 받아들이고 항만이 혼란을 흡수하게 한다,검역과 세관 조건을 붙여 제한적으로 처리한다,비공식 조치로 화물과 주도권을 빼앗는다,이클립스 도미니언 관계 +1; 중수소 20 획득; 중수소 30 손실,아스트라 220 획득; 벌크론 120 획득; 중수소 140 손실,이클립스 도미니언 관계 -1; 아스트라 1750 획득
연속 사건,연속 사건 기록 025,'연속 사건 기록 025' 건이 아직 닫히지 않은 연속 사건 파일에 추가되었습니다. 새 기록은 이전 기록을 지우지 않고 패턴을 더 선명하게 만듭니다.,기록 사슬을 유지하고 모든 단서를 차분히 대조한다,파일을 제한 검토로 넘기고 누가 묻는지 지켜본다,"위조, 매복, 경쟁 단서를 이용해 사건을 강제로 진전시킨다",헬리오스 컨소시엄 관계 +1; 아스트라 300 획득; 벌크론 40 손실,헬리오스 컨소시엄 관계 -1; 아우렐라이트 80 손실; 아우렐라이트 20 손실; 벌크론 140 획득,헬리오스 컨소시엄 관계 +1; 중수소 380 획득; 아우렐라이트 100 손실
이상 현상,이상 현상 보고 032,행정 기록에 '이상 현상 보고 032' 건이 이상 현상으로 접수되었습니다. 현장 표식은 유지 중이고 표본과 목격 보고가 같은 파일에 묶여 있습니다.,현장을 봉쇄하고 신중한 조사팀을 들여보낸다,현장을 그대로 두고 추가 판독이 나올 때까지 기다린다,위험을 감수하고 내부를 강제로 열어 증거를 확보한다,보이드본 조약 관계 +1; 중수소 80 획득; 아스트라 60 손실,보이드본 조약 관계 -1; 아스트라 260 획득; 중수소 80 획득,보이드본 조약 관계 -1; 벌크론 460 획득; 중수소 180 손실
이상 현상,이상 현상 보고 033,행정 기록에 '이상 현상 보고 033' 건이 이상 현상으로 접수되었습니다. 현장 표식은 유지 중이고 표본과 목격 보고가 같은 파일에 묶여 있습니다.,현장을 봉쇄하고 신중한 조사팀을 들여보낸다,현장을 그대로 두고 추가 판독이 나올 때까지 기다린다,위험을 감수하고 내부를 강제로 열어 증거를 확보한다,이클립스 도미니언 관계 +1; 벌크론 160 획득; 아우렐라이트 260 손실,아스트라 50 획득; 중수소 100 손실,이클립스 도미니언 관계 -1; 벌크론 240 획득; 아우렐라이트 500 손실
세력 이동,세력 이동 관측 019,"감시 사무소가 '세력 이동 관측 019' 건을 세력 이동으로 기록했습니다. 항로, 편대, 현장 반응은 관측 중이며 추가 지시가 필요합니다.",예의를 갖춰 맞이하고 공개 감시 아래 이동을 허용한다,외곽 항로에 묶어두고 조건을 다시 협상한다,도발적인 시범 조치로 상대의 대형을 흔든다,유목 부족 관계 +1; 벌크론 200 획득; 아우렐라이트 200 손실,유목 부족 관계 +1; 중수소 260 손실; 중수소 160 획득,유목 부족 관계 +1; 벌크론 300 획득; 아우렐라이트 160 손실
신호,신호 기록 034,"청취실이 '신호 기록 034' 건을 새 신호 파일로 열었습니다. 파형은 일정하지 않지만 반복성이 뚜렷하며, 출처는 아직 확인되지 않았습니다.",공개 기록에 남기고 관측소로 분석을 보낸다,민간 접근을 막고 제한 검토로 돌린다,금지된 해독과 추적 신호로 송신원을 끌어낸다,아우렐라이트 40 획득; 벌크론 500 손실,테란 연합 관계 +1; 아우렐라이트 300 획득; 아우렐라이트 180 손실,테란 연합 관계 -1; 아우렐라이트 300 획득; 아우렐라이트 380 손실; 중수소 50 획득
이상 현상,이상 현상 보고 034,행정 기록에 '이상 현상 보고 034' 건이 이상 현상으로 접수되었습니다. 현장 표식은 유지 중이고 표본과 목격 보고가 같은 파일에 묶여 있습니다.,현장을 봉쇄하고 신중한 조사팀을 들여보낸다,현장을 그대로 두고 추가 판독이 나올 때까지 기다린다,위험을 감수하고 내부를 강제로 열어 증거를 확보한다,성간 연방 관계 +1; 중수소 40 획득; 벌크론 140 손실,성간 연방 관계 +1; 벌크론 380 손실; 아스트라 240 획득,성간 연방 관계 -1; 아스트라 380 획득; 아스트라 120 손실
제국 공지,제국 공지 020,'제국 공지 020' 건이 공식 회선을 통해 도착했습니다. 공지의 형식은 정돈되어 있으나 시기와 표현이 여러 부서의 주의를 끌고 있습니다.,공식 채널로 확인하고 공지를 절차대로 게시한다,문구를 좁게 해석하고 지역 단위로만 대응한다,공개적으로 따르는 척하며 사적으로 핵심을 무력화한다,아스트라 70 획득; 중수소 620 손실,중수소 500 손실; 아우렐라이트 50 획득,유목 부족 관계 -1; 중수소 1240 획득
요청,행정 요청 031,'행정 요청 031' 건에 관한 문서가 오늘의 요청 대기열에 올라왔습니다. 봉인과 첨부 기록은 온전하지만 최종 승인란은 아직 비어 있습니다.,문서를 정식으로 접수하고 조건을 기록한다,추가 서류와 보증을 요구하며 결정을 늦춘다,문구를 바꿔 요청을 자신에게 유리한 계약으로 뒤집는다,이클립스 도미니언 관계 +1; 아스트라 560 획득; 아우렐라이트 180 손실,아우렐라이트 560 손실; 중수소 200 획득,이클립스 도미니언 관계 -1; 중수소 820 획득; 아우렐라이트 300 손실
구역 사고,구역 사고 보고 037,구역 장부에 '구역 사고 보고 037' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,테란 연합 관계 +1; 중수소 90 획득; 아우렐라이트 120 손실,테란 연합 관계 -1; 벌크론 240 손실; 아우렐라이트 140 획득,테란 연합 관계 -1; 아우렐라이트 500 획득; 벌크론 140 손실
입항 호송대,입항 호송대 보고 040,"항만 관제소가 '입항 호송대 보고 040' 건을 접근 목록에 올렸습니다. 승객, 화물, 항로 기록은 아직 정리 중이며 현장 인력은 최종 지시를 기다리고 있습니다.",공식 절차로 받아들이고 항만이 혼란을 흡수하게 한다,검역과 세관 조건을 붙여 제한적으로 처리한다,비공식 조치로 화물과 주도권을 빼앗는다,테란 연합 관계 +1; 벌크론 30 획득; 중수소 100 손실,gain 1 ship: Nocturne Sentry; 아스트라 1060 손실; 벌크론 1480 손실; 중수소 160 손실; 테란 연합 관계 +1,테란 연합 관계 -1; 중수소 420 획득; 벌크론 420 손실
제국 공지,제국 공지 021,'제국 공지 021' 건이 공식 회선을 통해 도착했습니다. 공지의 형식은 정돈되어 있으나 시기와 표현이 여러 부서의 주의를 끌고 있습니다.,공식 채널로 확인하고 공지를 절차대로 게시한다,문구를 좁게 해석하고 지역 단위로만 대응한다,공개적으로 따르는 척하며 사적으로 핵심을 무력화한다,성간 연방 관계 +1; 아우렐라이트 140 획득; 아스트라 380 손실,성간 연방 관계 +1; 아우렐라이트 300 손실; 중수소 160 획득,성간 연방 관계 -1; 아우렐라이트 420 획득; 벌크론 260 손실
구역 사고,구역 사고 보고 038,구역 장부에 '구역 사고 보고 038' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,중수소 340 획득; 중수소 100 손실,보이드본 조약 관계 -1; 아우렐라이트 300 획득,보이드본 조약 관계 -1; 아우렐라이트 140 획득
신호,신호 기록 035,"청취실이 '신호 기록 035' 건을 새 신호 파일로 열었습니다. 파형은 일정하지 않지만 반복성이 뚜렷하며, 출처는 아직 확인되지 않았습니다.",공개 기록에 남기고 관측소로 분석을 보낸다,민간 접근을 막고 제한 검토로 돌린다,금지된 해독과 추적 신호로 송신원을 끌어낸다,이클립스 도미니언 관계 +1; 중수소 340 획득; 벌크론 70 손실,이클립스 도미니언 관계 +1; 아스트라 160 손실; 아우렐라이트 30 손실,이클립스 도미니언 관계 -1; 벌크론 1240 획득; 중수소 460 손실
세력 이동,세력 이동 관측 020,"감시 사무소가 '세력 이동 관측 020' 건을 세력 이동으로 기록했습니다. 항로, 편대, 현장 반응은 관측 중이며 추가 지시가 필요합니다.",예의를 갖춰 맞이하고 공개 감시 아래 이동을 허용한다,외곽 항로에 묶어두고 조건을 다시 협상한다,도발적인 시범 조치로 상대의 대형을 흔든다,이클립스 도미니언 관계 +1; 벌크론 60 획득; 벌크론 140 손실,이클립스 도미니언 관계 -1; 아스트라 80 획득,이클립스 도미니언 관계 -1; 아스트라 900 획득; 아스트라 300 손실
입항 호송대,입항 호송대 보고 041,"항만 관제소가 '입항 호송대 보고 041' 건을 접근 목록에 올렸습니다. 승객, 화물, 항로 기록은 아직 정리 중이며 현장 인력은 최종 지시를 기다리고 있습니다.",공식 절차로 받아들이고 항만이 혼란을 흡수하게 한다,검역과 세관 조건을 붙여 제한적으로 처리한다,비공식 조치로 화물과 주도권을 빼앗는다,아우렐라이트 300 획득; 벌크론 30 손실,유목 부족 관계 -1; 아우렐라이트 30 손실; 아스트라 160 획득,유목 부족 관계 -1; 아스트라 1060 획득; 중수소 160 손실
이상 현상,이상 현상 보고 035,행정 기록에 '이상 현상 보고 035' 건이 이상 현상으로 접수되었습니다. 현장 표식은 유지 중이고 표본과 목격 보고가 같은 파일에 묶여 있습니다.,현장을 봉쇄하고 신중한 조사팀을 들여보낸다,현장을 그대로 두고 추가 판독이 나올 때까지 기다린다,위험을 감수하고 내부를 강제로 열어 증거를 확보한다,테란 연합 관계 +1; 벌크론 260 획득; 아스트라 260 손실,테란 연합 관계 +1; 아우렐라이트 380 손실,테란 연합 관계 -1; 벌크론 620 획득
이상 현상,이상 현상 보고 036,행정 기록에 '이상 현상 보고 036' 건이 이상 현상으로 접수되었습니다. 현장 표식은 유지 중이고 표본과 목격 보고가 같은 파일에 묶여 있습니다.,현장을 봉쇄하고 신중한 조사팀을 들여보낸다,현장을 그대로 두고 추가 판독이 나올 때까지 기다린다,위험을 감수하고 내부를 강제로 열어 증거를 확보한다,유목 부족 관계 +1; 중수소 620 획득; 아스트라 50 손실,유목 부족 관계 +1; 아스트라 420 획득; 아우렐라이트 240 손실,유목 부족 관계 +1; 벌크론 760 획득; 아우렐라이트 220 손실
구역 사고,구역 사고 보고 039,구역 장부에 '구역 사고 보고 039' 건이 사고 항목으로 표시되었습니다. 주변 작업은 제한되었고 담당 부서는 피해 확산 여부를 기다리고 있습니다.,작업자를 보호하며 정규 보수 절차를 시작한다,주변 작업을 우회시키고 손실을 줄인다,강제 조치로 문제를 드러내고 책임을 다른 곳에 돌린다,중수소 340 획득; 중수소 100 손실,아우렐라이트 460 획득; 아스트라 180 손실,이클립스 도미니언 관계 -1; 아스트라 160 획득; 벌크론 460 손실; 아우렐라이트 70 획득
